folder_name,file_count,predicted_purpose,buckets,sample_file_1,sample_file_2,sample_file_3,select
Our mitigation - Chris M,5,unknown,other=5,4 Sleepy Hollow Rd. - MIT.pdf,BLAKE-MIT_FINAL_DRAFT_CON.pdf,BLAKE_REED_MIT_FINAL_DRAFT_CON.pdf,
Our mitigation - Resto,1,unknown,other=1,RANIERI-33_CEDAR_RO2_FINAL_DRAFT_CON.pdf,,,
Our mitigation Estimate,6,unknown,other=6,GONZALES-18_26TH_ST__FINAL_DRAFT_CAR.pdf,LUCCA-21_DAHLIA_LAN1_FINAL_DRAFT_CON.pdf,WANDARODRIGUEZMIT2_FINAL_DRAFT_CON.pdf,
Our mitigation estimate WITH Tarp price included,1,unknown,other=1,WANDARODRIGUEZMIT2_FINAL_DRAFT_CON.pdf,,,
Our mitigation for second claim,2,unknown,other=2,A_ONEILL-MIT-ES-R_FINAL_DRAFT_CON.pdf,A_ONEILL-MIT-ES_FINAL_DRAFT_CON.pdf,,
Out of Pocket Loss,3,unknown,"other=2, spreadsheet=1",JOHN_CASSELLI-MIT-2_FINAL_DRAFT_CON.pdf,JOHN_CASSELLI-PLM_FINAL_DRAFT_CON.pdf,JOHN_CASSELLI-REB2_FINAL_DRAFT_CON.pdf,
Outlook Files,0,unknown,(empty),,,,
Owners Policy,1,unknown,other=1,20260428145238046.pdf,,,
Oxford,50,property_appraisal,"other=44, spreadsheet=4, contract=2",20211105155851783.pdf,20211109132649075.pdf,20211116142738427.pdf,
Oxford - Dental - Auto Pay - $174.83,4,unknown,other=4,Oxford Benefit Management - Dental.pdf,Oxford Dental $174.83 monthly auto pay (3088).pdf,Oxford Dental 12-26-25 auto pay set up $174.83 monthly.pdf,
Oxford Insurance,10,unknown,"other=6, spreadsheet=4",Marty Policy.pdf,Old Seneca policy.pdf,AG-MRA gl.pdf,
Oxford Millin - General Liability for IPFS - one time payment 1737.84 2-26,2,unknown,other=2,Oxford Millin general liability due 2-28-26 1737.84.pdf,payment made general liability due 2-28-26 1737.84.pdf,,
P&L'S,59,property_appraisal,"other=41, spreadsheet=17, appraisal=1",4-23-26 Morello P&L.pdf,4-23-26 Paymer Bianco P&L.pdf,4-24-26 Morello p&l revised.pdf,
PA Rules,1,unknown,other=1,NYS Dept of Financial Services.pdf,,,
PACKOUT,5,unknown,other=5,VINCENT_BUI_PO_PB_FINAL_DRAFT_CON.pdf,RAQUEL_RUELA-PACKOUT_FINAL_DRAFT_CON.pdf,REILLY-5_FAIRLINE_D5_FINAL_DRAFT_CON.pdf,
PARISE - 17 WATERVIEW AVE RONKONKOMA,12,claim_restoration,"other=10, insurance=2",Insurance repair estimate.pdf,MAD_17_WATERVIEW_Final Draft-ems.pdf,MAD_17_WATERVIEW_Final Draft.pdf,
"PASQUINO-24 BRNDYWINE DR, MASTIC",10,claim_restoration,"other=8, insurance=2",INSURANCE REP ESTIMATE.pdf,PASQUINO-PHYLLIS-CON_Final Draft.pdf,PASQUINO-PHYLLIS-REP_Final Draft.pdf,
PCI Estimates,2,unknown,other=2,estimate 2.pdf,estimate.pdf,,
PERSONAL,500+,claim_restoration,"other=240, spreadsheet=201, invoice=21, contract=17, appraisal=8, insurance=7, permit=4, estimate=1, report=1",2022 FINAL Building Permit Fees-Residential  04-22_202203221547172090.pdf,2022 FINAL ELECTRICAL Fees  04-22_202204131446187654.pdf,CP-1679_ELECTRICAL PERMIT APPLICATION_4-22_fillable_202204131502224285.pdf,
PORKORNY,4,unknown,other=4,MADISON-AVENUE-CONSTRUCTION-INC- (32).pdf,POKORNY-TREE-REMOVAL_Final Draft.pdf,MADISON-AVENUE-CONSTRUCTION-INC- (32).pdf,
PSEG,5,unknown,"spreadsheet=4, other=1",pseg 12-25 payment.pdf,Birch Hollow - PSEG complaint.docx,Complaint template.docx,
PT Marketing Position Description,1,unknown,other=1,For Melissa.docx,,,
PTO,1,unknown,spreadsheet=1,PTO Worksheet.xlsx,,,
Pack Out,6,unknown,other=6,BLAKE_REED_PO_PB_FINAL_DRAFT_CON.pdf,Clark packout without images.pdf,P_CLARK-514_PO_PB_FINAL_DRAFT_CON.pdf,
Pack Out - Chris M,7,unknown,other=7,BONILLA_PACKOUT_FINAL_DRAFT_CON.pdf,BLAKE_REED_PO_PB_FINAL_DRAFT_CON.pdf,SAPORTA_4_PEBBLE_PO_FINAL_DRAFT_CON.pdf,
Pack Out - Emilio,5,unknown,other=5,JOHN_CASSELLI-PO_FINAL_DRAFT_CON.pdf,RUI-FIGUEIREDO-PO_FINAL_DRAFT_CON.pdf,ANTHNY-RAWLS-PO_FINAL_DRAFT_CON-ES.pdf,
Pack Out - Jeremy,4,unknown,other=4,INTERRANTE_PACKING_Estimate.pdf,INTERRANTE_PACKING_FINAL_DRAFT_CAR.pdf,LAPATA_JOHN_PACK_CONCLN_Estimate.pdf,
Pack Out - Tristan,1,unknown,other=1,ANTHNY-RAWLS-PO_FINAL_DRAFT_CON.pdf,,,
Pack back - Chris M,2,unknown,other=2,"Saporta - 4 Pebble Ln., Commack - Pack-Back.pdf","Saporta - 4 Pebble Ln., Commack - Pack-Out.pdf",,
Pack out,6,unknown,other=6,BLAKE_REED_PO_PB_FINAL_DRAFT_CON.pdf,Clark packout without images.pdf,P_CLARK-514_PO_PB_FINAL_DRAFT_CON.pdf,
Pack out - Chris M,7,unknown,other=7,BONILLA_PACKOUT_FINAL_DRAFT_CON.pdf,BLAKE_REED_PO_PB_FINAL_DRAFT_CON.pdf,SAPORTA_4_PEBBLE_PO_FINAL_DRAFT_CON.pdf,
Pack out - Emilio,5,unknown,other=5,JOHN_CASSELLI-PO_FINAL_DRAFT_CON.pdf,RUI-FIGUEIREDO-PO_FINAL_DRAFT_CON.pdf,ANTHNY-RAWLS-PO_FINAL_DRAFT_CON-ES.pdf,
Pack out - Jeremy,4,unknown,other=4,INTERRANTE_PACKING_Estimate.pdf,INTERRANTE_PACKING_FINAL_DRAFT_CAR.pdf,LAPATA_JOHN_PACK_CONCLN_Estimate.pdf,
Pack out - Resto,6,unknown,other=6,Greenberg Pack out Estimate Photos.pdf,REPETTI_PO_PB_FINAL_DRAFT_CON.pdf,Repetti Pack out estimate photos.pdf,
Pack out Estimate,2,unknown,other=2,HOPPS-43_BULGER_PO_PB_STR3_FINAL_DRAFT_CON.pdf,ALTOMORE_PACKOUT-1-1_FINAL_DRAFT_CON.pdf,,
Packout,5,unknown,other=5,VINCENT_BUI_PO_PB_FINAL_DRAFT_CON.pdf,RAQUEL_RUELA-PACKOUT_FINAL_DRAFT_CON.pdf,REILLY-5_FAIRLINE_D5_FINAL_DRAFT_CON.pdf,
Packout (Ours),1,unknown,other=1,SEAN_CARUSO_P0_PB-1_FINAL_DRAFT_CON.pdf,,,
Packout - Chris M,2,unknown,other=2,SHARON_SILVA-POPB_FINAL_DRAFT_CON.pdf,Silva - Pack-out-Pack-back revised.pdf,,
Packout - Emilio,4,unknown,other=4,CELSO_RUBIO-PO_FINAL_DRAFT_CON.pdf,PATRICIA_LORENZ-PO_FINAL_DRAFT_CON.pdf,PATRICIA_LORENZ-PO-1_FINAL_DRAFT_CON.pdf,
Packout - Jeremy,1,unknown,other=1,KIRCHOFF_PACK_CONCLN_Estimate.pdf,,,
Packout - Our estimate,2,unknown,other=2,LOU_ATTINA_PO_PB-1_FINAL_DRAFT_CON.pdf,LOU_ATTINA_PO_PB-1_FINAL_DRAFT_CON_no_pics.pdf,,
Packout - Resto,1,unknown,other=1,A_ONEILL_PACKOUT1_FINAL_DRAFT_CON.pdf,,,
Packout 3rd revision,1,unknown,other=1,M_MOSCHITTA_PO_REV-3_FINAL_DRAFT_CON.pdf,,,
Packout Revision 1,1,unknown,other=1,PATRICIA_LORENZ-PO-1_FINAL_DRAFT_CON.pdf,,,
Packout Revision 2,1,unknown,other=1,PATRICIA_LORENZ-PO-2_FINAL_DRAFT_CON.pdf,,,
Paid Invoices,1,unknown,spreadsheet=1,Dan Fier billing spreadsheet.xlsx,,,
"Palmer, Cheryl",9,unknown,"spreadsheet=6, other=3",Authorization Form - Cheryl Palmer.pdf,Our Content Clean - Cheryl Palmer.pdf,CHERYLPALMER_DISPO_FINAL_DRAFT_CON.pdf,
Pamela Altomare - Giocobi - 930 Stratford Ct,0,unknown,(empty),,,,
"Pampinella, Giacomo - Legal",2,unknown,other=2,Giacomo Pampinella - File.pdf,final demand letter pampinella.pdf,,
"Parrish, Neli - water",6,property_appraisal,"other=4, contract=1, spreadsheet=1",Acknowledgement Letter to Insured.pdf,NELLI_PARRISH-WTR_FINAL_DRAFT_CON.pdf,Nelli Parrish -WTR Loss _companycam_report.pdf,
"Parrish, Nelli - smoke",20,property_appraisal,"other=16, contract=2, appraisal=1, report=1",007903-DamageAppraisalwithLossDiagrams.pdf,NELLI_PARRISH-MIT1_FINAL_DRAFT_CON.pdf,NELLI_PARRISH-MIT_FINAL_DRAFT_CON.pdf,
Patricia Lorenz - Biohazard - 11 Lawrence Rd,1,unknown,spreadsheet=1,allstate policy.pdf,,,
Patrick Clark - 514 Pease Ln,0,unknown,(empty),,,,
Pauls Way boiler,1,unknown,other=1,morello 1241.51 paid.pdf,,,
Paychex,37,unknown,other=37,16069262 DS 01 2021 (2).pdf,16069262 DS 02 2021.pdf,16069262 DS 03 2021.pdf,
Paychex Benefits,4,unknown,other=4,Paychex_AOR_with_Fee_Disclosure_and_FLock_Oxfordpdf.pdf,Summary.pdf,Paychex_AOR_with_Fee_Disclosure_and_FLock_Oxfordpdf.pdf,
Payment check,1,unknown,other=1,check copy.pdf,,,
Payments,11,unknown,other=11,asbestos payment 33219.93 received 2-11-25.pdf,geneve all payments sheet  3-12-25.pdf,geneve contents cleaning payment 1852.25.pdf,
Payments on claim,4,unknown,other=4,content clean payment 5448.42.pdf,mitigation payment 27064.80.pdf,oil claim payment bolen 3747.64.pdf,
Payments received,11,unknown,other=11,Bergin 8719.31.pdf,Clark 7079.69.pdf,Emergency 2025 receivables total.pdf,
"Paymer, Donna",22,property_appraisal,"other=16, invoice=4, contract=1, spreadsheet=1",BIANCO PAYROLL JAN 2025-APRIL 2026.pdf,BIANCO_PAYMER_PACKING_Estimate.pdf,PALMER.xls,
Payroll,8,unknown,spreadsheet=8,2-21-23.xlsx,Payroll 7-1-22.xlsx,Payroll 8-1-22.xlsx,
Payroll Tax Refund,119,unknown,"other=101, spreadsheet=18",2019 - 941.pdf,Madison P&L APR -JUN 2019.xlsx,Madison P&L JAN -MAR 2019.xlsx,
Pedro Cerda - 19 Chesapeake Bay Rd,0,unknown,(empty),,,,
Perla Home Improvement - Freddie,1,unknown,other=1,payment for bolen bathroom remodel.pdf,,,
"Person, Houston & Tanya",6,property_appraisal,"contract=4, spreadsheet=2",Emergency contract.pdf,Full contract.pdf,Madison contract.pdf,
"Petracca, Jack",18,unknown,"other=14, spreadsheet=3, report=1",Carrier ASB Estimate.pdf,Petracca Approved Packout.pdf,JACK_updated9.6.2024_postSF.xls.xlsx,
Phillip Stefanelli - 185 Lincoln Blvd,0,unknown,(empty),,,,
Phoenix Dehu,1,unknown,other=1,Manual.pdf,,,
Photo Report,5,unknown,other=5,Casselli Photo Report 2_companycam_report.pdf,Requested Photos for Casselli_companycam_report-1.pdf,Rui & Elyse Figueiredo - EMS Mitigation _ Duct Cleaning_companycam_report.pdf,
Photo Report - Emilio,1,unknown,other=1,Patricia Lorenz -Biohazard Cleaning EMS _ Pack-Out_companycam_report.pdf,,,
Photo Report - Mit,1,unknown,other=1,Photo Report for Silva.pdf,,,
Photo Report For Caesar,1,unknown,other=1,Photo report for Oneill to Cesar.pdf,,,
Photo Report For Insurance,1,unknown,other=1,Saporta Photo Report .pdf,,,
Photo Report For Resto,1,unknown,other=1,Morello Photo Report.pdf,,,
Photo Report for adjuster,2,unknown,other=2,A_ONEILL_PHOTOREPORT_FINAL_DRAFT_CON.pdf,Bergin Photo Report.pdf,,
Photo Reports,2,unknown,"other=1, report=1",Kirchhoff Inspection Photos_companycam_report.pdf,Kirchhoff X's and soot sponge photos_companycam_report.pdf,,
Photo report for adjuster,2,unknown,other=2,A_ONEILL_PHOTOREPORT_FINAL_DRAFT_CON.pdf,Bergin Photo Report.pdf,,
PhotoDirector,0,unknown,(empty),,,,
Photos,36,unknown,"other=34, spreadsheet=2",Completionphotos.pdf.pdf,Progressphotos .pdf.pdf,Walkthroughphotos.pdf.pdf,
Photos for adjuster,1,unknown,other=1,Saporta Damaged contents.pdf,,,
Photos of smoke in attic,1,unknown,other=1,Rizzardi Attic Photos.pdf,,,
Photos of tree,1,unknown,other=1,Damian Tree Photos.pdf,,,
Phountain PH1 Inc.- Glenn Taylor 631-872-0897 - 19 E Sunrise Hwy,1,unknown,other=1,Doc Apr 11 154822.pdf,,,
Pictures,0,unknown,(empty),,,,
Plumbing,9,unknown,"other=6, spreadsheet=2, permit=1",nicole cooper receipt.pdf,Plumbing Balance Sheet.xlsx,Plumbing card.pdf,
Plumbing Bill,1,unknown,spreadsheet=1,Schmidt - Plumbing Bill.pdf,,,
Plumbing Bill cause of loss,1,unknown,spreadsheet=1,Plumbing Bill - Greenberg.pdf,,,
Plumbing Estimate,1,unknown,spreadsheet=1,JOHN_CASSELLI-PLM_FINAL_DRAFT_CON.pdf,,,
Plumbing Invoices,2,unknown,other=2,406-185-19-street-brooklyn-ny-11232-basement.pdf,407-185-19-street-brooklyn-ny-11232-basement.pdf,,
Plumbing Photo Report,1,unknown,spreadsheet=1,Schmidt Plumbing Photos.pdf,,,
Plumbing invoice - Pipe Repair,1,unknown,spreadsheet=1,Tanya_Person_plumbing Invoice.pdf,,,
Pods invoices,5,unknown,other=5,PODS008656363 - 1.pdf,PODS008808202 - 2.pdf,PODS008966795 - 3.pdf,
Pokorny,1,unknown,invoice=1,Invoice # 1021-0017-pokorny.pdf,,,
Policy,4,claim_restoration,"other=2, insurance=1, spreadsheet=1",Renewal.pdf,state farm policy.pdf,Greenberg - Merchants HO 010325-26.pdf,
Policy photos from Bob,0,unknown,(empty),,,,
Policy-DeckPage,2,unknown,"other=1, spreadsheet=1",Dec page for HO.pdf,Home owners insurance policy.pdf,,
Port Jeff Sta_9 Andover Dr,0,unknown,(empty),,,,
Position Descriptions,18,unknown,"other=16, spreadsheet=2",Bob Jobs Finance Supervisor draft.docx,Liz Moyher.xlsx,MAC Finance Supervisor draft.docx,
PowerDVD14,0,unknown,(empty),,,,
Pre Mitigation Photos,2,unknown,other=2,Legotti Pre Mit Photos Small.pdf,Legotti Pre mit photos.pdf,,
Precision Packing,4,unknown,"invoice=3, other=1",Corp information.docx,Precision Packing Barin Invoice.docx,Precision Packing Carroll Invoice.docx,
Precision Packing LLC,3,unknown,other=3,4-22-26 ARTICLES OF ORGANIZATION PRECISION.pdf,4-22-26 FILING RECEIPT PRECISON.pdf,4-22-26 Operating Agreement for Members (2) PRECISION.docx,
Precision Packing Logos,5,unknown,other=5,Logo-01.pdf,Logo-02.pdf,Logo-03.pdf,
Precision packing contract,1,unknown,other=1,20240809145044695.pdf,,,
Preliminary Photos,1,unknown,other=1,Sosa Preliminary Photos.pdf,,,
Previous versions,13,unknown,other=13,GUERLENE_PIERRE-CONT_FINAL_DRAFT_CON.pdf,GUERLENE_PIERRE-FLR_FINAL_DRAFT_CON.pdf,GUERLENE_PIERRE-SUP_FINAL_DRAFT.pdf,
Proof Of loss (Signed and notarized),3,unknown,"other=2, spreadsheet=1",20251016110927925.pdf,8-27-25 proof of loss statement 10-15-25.pdf,POL bldg supp.pdf,
Proof of Concept,41,unknown,spreadsheet=41,1 Powell Court Amityville draft.xlsx,1 Powell Court Amityville.xlsx,1-A Gerald Lane Hampton Bays.xlsx,
Proof of upgrades photos,1,unknown,other=1,Lamanna Interior Upgrade Photos.pdf,,,
Property,3,unknown,other=3,Consent To Receiving Electronic Documents.notify.docx,RLI Marine Issuance for Madison Ave Construction Corp. - ILM0102231_1.pdf,Reg. 194.notify.docx,
Property Disclosure,1,unknown,spreadsheet=1,10-20-24 PROPERTY DISCLOSURE STATEMENT.pdf,,,
Public Adjuster Retainer,2,unknown,other=2,Luparello PA Retainer Signed - Bonilla.pdf,Luparello PA retainer Norma Bonilla.pdf,,
Puffback Evidence Photos,1,unknown,other=1,Rubio - Puffback Evidence_companycam_report.pdf,,,
Punzone,3,unknown,"other=2, spreadsheet=1",20231114152543644.pdf,20231114152543644.pdf,Copy of DFier - File Spreadsheet (Chiarello et. al.).xlsx,
Q-81 E Jefryn Blvd-MIT - 81 E Jefryn Blvd,0,unknown,(empty),,,,
Qasir-81 E Jefryn Blvd-CON - 81 E Jefryn Blvd,0,unknown,(empty),,,,
Qasir-81 E Jefryn Blvd-MIT - 81 E Jefryn Blvd,0,unknown,(empty),,,,
Quick Folder,4,unknown,other=4,IPFS INFO ON AUTO PAY.pdf,IPFS PAYMENTS.pdf,OXFORD MILLIN PAYMENT RECEIPT.pdf,
Quickbooks,4,unknown,other=4,QuickBooks-Sync-Client-Importing-and-Exporting.pdf,QuickBooks-Sync-Client-Setup.pdf,QuickBooks-Sync-Client-Importing-and-Exporting.pdf,
RAMIREZ - 704 BROADWAY BRENTWOOD,12,unknown,other=12,RAMIREZ-PAULA-CONT_Final Draft.pdf,RAMIREZ-PAULA-POSTOR_Final Draft.pdf,RAMIREZ-PAULA-REP_Final Draft.pdf,
"RAY, MARIA - 678 N. ALLEGHANY LINDENHURST",10,unknown,other=10,MAD_678_N_CONCLN.pdf,MAD_678_N_EMS.pdf,MAD_678_N_PB.pdf,
REAL ESTATE,2,unknown,other=2,Real Estate Flyer Draft #1.pdf,Real Estate Flyer Draft #1.pdf,,
RM,244,property_appraisal,"other=140, spreadsheet=90, contract=12, invoice=2",2020 Job Management Software Buyers Guide.pdf,AGREEMENT (1).pdf,Authorization to Pay2.pdf,
RM Work flow,2,unknown,other=2,RM flow chart.docx,RM flow chart.docx,,
RMC1 LLC,4,property_appraisal,"other=3, contract=1",Approved Articles.pdf (1).pdf,EXECUTED OPERATING AGREEMENT-compressed_3 (1).pdf,Filing Receipt.pdf (2).pdf,
ROADSWAMP,1,unknown,spreadsheet=1,ROADSWAMP_EMS_SUPPLE_CUSTOMER_TOTAL_AMOUNT_CON.pdf,,,
RODRIGUEZ - ABATEMENT ELMONT,10,unknown,"other=6, invoice=2, report=2",Asbestos testing invoice.pdf,Ins Rep Estimate.pdf,MADISON_336_ASB_Final Draft.pdf,
RVF file,27,property_appraisal,"other=24, appraisal=1, contract=1, spreadsheet=1",20211115125121899.pdf,20211115125307850.pdf,AirBnb information.docx,
Rainbow File,5,property_appraisal,"other=4, appraisal=1",Default letter.pdf,Franchise Agreement.pdf,Rainbow Franchise FDD.pdf,
Rakesh folder,6,unknown,other=6,4861-7933-8032 1 Draft Services Agreement revised - RvF - RB response FHA markline.docx,4861-7933-8032 1 Draft Services Agreement revised - RvF - attorney comments.docx,4861-7933-8032 1 Draft Services Agreement revised - RvF 10-10-22.docx,
Ramirez,1,unknown,other=1,622023_2021_MADISON_AVENUE_CONSTRU_v_MADISON_AVENUE_CONSTRU_ORDER_TO_SHOW_CAUSE_19.pdf,,,
Random Sketch Joe requested (NOT DOCUSKETCH),1,unknown,other=1,HOMEDOCBASEMENT_FINAL_DRAFT_CON.pdf,,,
Ranieri - 33 Cedar Rd E,0,unknown,(empty),,,,
"Ranieri, Stephanie",12,property_appraisal,"other=8, contract=3, spreadsheet=1",Precision direction to pay.pdf,Rainieri public adjuster compensation agreement signed.pdf,Rainieri public adjuster compensation agreement.pdf,
Raquel Ruela - 93 Roosevelt Ct,0,unknown,(empty),,,,
Rashbar,1,unknown,other=1,20231110145207672.pdf,,,
"Rawls, Anthony",18,property_appraisal,"other=14, contract=2, appraisal=1, spreadsheet=1",Appraisal demand Rawls.pdf,159027392 Settlement letter and adjuster estimate.pdf,ANTHNY-RAWLS-CNT-CLN_FINAL_DRAFT_CON.pdf,
Ray leads - Unknown,0,unknown,(empty),,,,
Raymond - 20 Cleveland St,0,unknown,(empty),,,,
Raymond Lamanna - 200 Birchwood Rd,0,unknown,(empty),,,,
Ready Fresh Primo Water - Auto Pay - $93.20,2,unknown,other=2,Primo Water.pdf,primo water monthly january auto pay.pdf,,
Reb - Chris M,3,unknown,other=3,"Roberts - 28 Birch Rd., Amityville - RB.pdf","Roberts - 28 Birch Rd., Amityville - RB2.pdf","Silva-Rizzardi - 33 Dover Hill Dr., Nesconsett - RB.pdf",
Reb ESX,0,unknown,(empty),,,,
Rebuild,15,unknown,other=15,"Earl - 43 Birch Rd., Amityville - RB.pdf",JOHN_CASSELLI-REB2_FINAL_DRAFT_CON.pdf,BLAKE_REED_RB_FINAL_DRAFT_CON.pdf,
Rebuild (Ours),1,unknown,other=1,SEAN_CARUSO1_FINAL_DRAFT_CON2.pdf,,,
Rebuild - Chris M,18,unknown,"other=17, spreadsheet=1","Francois - 114 Belmont Ave., West Babylon 11704 - RB.pdf",BARBARA_BOLEN-REB_FINAL_DRAFT_CON.pdf,Bolen - New Tank.pdf,
Rebuild - Emilio,12,unknown,other=12,NICK_BOGLIVA-REBUILD_FINAL_DRAFT_CON.pdf,JOHN_CASSELLI-RB_FINAL_DRAFT_CON.pdf,RUI-FIGUEIREDO-RB_FINAL_DRAFT_CON.pdf,
Rebuild - Jeremey,1,unknown,other=1,KIRCHOFF_RESTORE_Proposal.pdf,,,
Rebuild - Jeremy,5,unknown,other=5,INTERRANTE_RESTORE_Estimate.pdf,INTERRANTE_RESTORE_FINAL_DRAFT_CAR.pdf,carrier rebuttal interrante.pdf,
Rebuild - Revised,1,unknown,other=1,REPETTI-REB_REVISION_FINAL_DRAFT_CON.pdf,,,
Rebuild ESX,0,unknown,(empty),,,,
Rebuild Estimate - Chris m,1,unknown,other=1,REILLY_5_FAIRLINE_RB_FINAL_DRAFT_CON.pdf,,,
Rebuild and ESX - Chris M,2,unknown,other=2,6_THIDE_CT_RB_FINAL_DRAFT_CON.pdf,"Bianco - Paymer - 6 Thide Ct., Smithtown - RB.pdf",,
Receipts,2,unknown,other=2,Home Damage Guru Sticker Receipt.pdf,Viking - Bob Jobs signs.pdf,,
Reco Bobby Jr - 65 Overlook Dr,0,unknown,(empty),,,,
Reco Brad Grossman - Car Hit House - 45 Ronald Ave,0,unknown,(empty),,,,
Reco Diva - 125 S Clinton Ave,0,unknown,(empty),,,,
Redline Plumbing,3,unknown,"other=2, spreadsheet=1",102-Madison-Avenue-.pdf,106-Madison-Avenue-.pdf,REDLINE PLUMBING AND HEATING.docx,
"Reed, Blake - appraisal",42,property_appraisal,"other=34, appraisal=3, contract=3, invoice=1, spreadsheet=1",SD-2-Claim Rep Draft Report content cleaning $9755.17_1.pdf,"SD-1-Claim Rep Draft Report building cleaning 29,654.07_1.pdf","SD-3-Claim Rep Draft Report paint estimate $32,730.29_1.pdf",
"Reed, Blake - water - new",7,property_appraisal,"other=4, contract=1, invoice=1, spreadsheet=1",Progress Recap - 04-08-2026.pdf,REED_BLAKE_WTR_Invoice.pdf,aboffs receipt blake reed.pdf,
Referral Payments,1,unknown,other=1,ortiz referal for joya 2000.pdf,,,
Referral Resources,1,unknown,spreadsheet=1,Referral Resources.xlsx,,,
Reg 10,2,unknown,other=2,Akines - Reg 10.docx,Reg 10 - Akines.pdf,,
"Reilly, Allen",37,claim_restoration,"other=30, spreadsheet=5, contract=1, insurance=1","32 Cedar Rd., Amityville - MIT.pdf","897 Connetquot Ave., Islip Terrace - MIT.pdf","897 Connetquot Ave., Islip Terrace N_ MIT.pdf",
Reilly-5 Fairline Drive-REB - 5 Fairline Drive,0,unknown,(empty),,,,
Release Letter -SIGNED AND NOTARIZED,2,unknown,other=2,Doc - Aug 8 2025 - 2-38 PM.pdf,N010039981+Release+Revised-1.pdf,,
"Renard, Yolaine",17,property_appraisal,"other=8, invoice=7, contract=1, spreadsheet=1",Renard Estimate.pdf,Renewal.pdf,RENARD_YOLAINE_DUCT_CLN_Invoice.pdf,
Rent collections,2,unknown,other=2,Burgbacher file.pdf,Letter (Burgbacher).pdf,,
Rental property - 79 C Traction Blvd,0,unknown,(empty),,,,
"Repetti, Leona - need status - Bob",24,property_appraisal,"other=22, contract=2",Tenant Bath Home Depot Items.pdf,Tenant Bath Lowes Items.pdf,Claim Rep Draft - most up to date.pdf,
Requested Additional Photos,1,unknown,other=1,Saporta Extra Requested Photos.pdf,,,
Resto Bill,2,unknown,invoice=2,Invoice_1215_Reed_from_Resto_Presto_Inc.pdf,Invoice_1214_Ortiz_from_Resto_Presto_Inc.pdf,,
Resto Content Clean Estimate,3,unknown,other=3,A_REILLY_CONT_CLN-2_FINAL_DRAFT_CON.pdf,A_REILLY_CONT_CLN-2_REV_FINAL_DRAFT_CON.pdf,Reilly contents cleaning estimate.pdf,
Resto Content clean,1,unknown,other=1,CADET_G_CC_2_FINAL_DRAFT_CON.pdf,,,
Resto ESX Files,0,unknown,(empty),,,,
Resto Estimate,1,unknown,other=1,BARBARA_WILKINS_FINAL_DRAFT_CON.pdf,,,
Resto Invoice,1,unknown,invoice=1,Invoice_1213_Bonilla_from_Resto_Presto_Inc.pdf,,,
Resto Mit Estimate,1,unknown,other=1,G_HOPPS_EMS_FINAL_DRAFT_CON.pdf,,,
Resto Mitigation & ESX,1,unknown,other=1,A_REILLY_EMS_2_FINAL_DRAFT_CON.pdf,,,
Resto Pack out,3,unknown,other=3,ANTHONY__LEGOTTI_PO_FINAL_DRAFT_CON.pdf,A__LEGOTTI_POPB_REV_FINAL_DRAFT_CON.pdf,A__LEGOTTI_P_2_FINAL_DRAFT_CON.pdf,
Resto Packout,5,unknown,other=5,FLIP_IT_15_PO_PB2_FINAL_DRAFT_CON.pdf,M_SUSHKO_PO_PB_2_FINAL_DRAFT_CON.pdf,M_SUSHKO_PO_PB_FINAL_DRAFT_CON.pdf,
Retain for MAC,1,property_appraisal,contract=1,Rivera Client Info and Contracts.pdf,,,
Revised Estimates,2,unknown,other=2,STEVEN-SQUITIRO-MI-R_FINAL_DRAFT_CON.pdf,STEVEN-SQUITIRO-RB-R_FINAL_DRAFT_CON.pdf,,
Revisions,2,unknown,other=2,RUI-FIGUEIREDO-CNT-R_FINAL_DRAFT_CON.pdf,RUI-FIGUEIREDO-MIT-R_FINAL_DRAFT_CON.pdf,,
Revisions 1-14-26,1,unknown,other=1,JOHN_CASSELLI-MITREV_FINAL_DRAFT_CON-2.pdf,,,
Revisions 12-23-25,1,unknown,other=1,JOHN_CASSELLI-MITREV_FINAL_DRAFT_CON.pdf,,,
Rich Morello - Reco Sal Gigante Water Loss - 65 Julbet Dr,3,unknown,"other=1, report=1, spreadsheet=1",Certificate of completion - Madison.pdf,bank notice regarding release of funds morello.pdf,text from rich to bob regarding inspection for funds.pdf,
Riedel,2,property_appraisal,"contract=1, other=1",Final Judgement.pdf,Riedel Contract.pdf,,
Ring Savvy,2,unknown,"other=1, spreadsheet=1",MadisonAveConstruction_Answering Service Schedule 2.17.23.pdf,MadisonAveConstruction_Answering Service Schedule 2.17.23.xlsx,,
Rivera,1,property_appraisal,contract=1,Rivera Client Info and Contracts.pdf,,,
"Rivera, Josh - lead",1,unknown,spreadsheet=1,Rivera insurance policy.pdf,,,
"Rizzardi, Sharon - Chris",14,property_appraisal,"other=12, contract=1, spreadsheet=1",p36005 Adjusters Repair Estimate.pdf.PDF,SHARON_SILVA-CC1_FINAL_DRAFT_CON.pdf,RIZZARDI (3).xls,
Roadswamp LLC,24,property_appraisal,"other=15, invoice=6, spreadsheet=2, contract=1",20230815122301107.pdf,20231215151242922.pdf,"EIN ROADSWAMP, LLC CP575Notice_1665172616446.pdf",
